title_1,title_2,title_3,title_4,bold_terms,sources,urls,references,definition,organization,country,year
BASIC TERMS,FOREST/FOREST LAND,"State, province and local definitions.",As a land use type,,USA-STATE-South Dakota 1998,,,"Forest land: Land at least 10 percent stocked by forest trees of any size, including land that formerly had such tree cover and that will be naturally or artificially regenerated. Forest land includes (a) transition zones, such as areas between forested and nonforested lands that are at least 10 percent stocked with forest trees, and forest areas adjacent to urban and built-up lands, (b) pinion-juniper and chaparral areas. The minimum area for classification of forest land is 1 acre (0.4 ha); roadside, streamside, and shelterbelt strips of trees must have a crown width of at least 120 ft (36.6 m); unimproved roads and trails, streams, and clearings in forest areas are classified as forest if less than 120 ft (36.6 m) wide. Source - The Dictionary of Forestry, 1998, published by the Society of American Foresters, John A. Helms, editor. Greg.Josten@state.sd.us",USA-STATE-South Dakota,United States,1998
BASIC TERMS,FOREST/FOREST LAND,"State, province and local definitions.",As a land use type,,USA-STATE-Tennessee,http://farm.fic.niu.edu/fic/laws/state/tn675100.html; http://www.padctn.com/greenbelt_law.htm,,"""Forest land"" means land constituting a forest unit engaged in the growing of trees under a sound program of sustained yield management or any tract of fifteen (15) or more acres having tree growth in such quantity and quality and so managed as to constitute a forest; Source: and",USA-STATE-Tennessee,United States,
BASIC TERMS,FOREST/FOREST LAND,"State, province and local definitions.",As a land use type,,USA-STATE-Texas,http://www.capitol.state.tx.us/statutes/nr/nr0015200.html,,"""Forest land"" means land on which the trees are potentially valuable for timber products, protection of watersheds, wildlife habitat, recreational uses, or for other purposes, but does not include land within the incorporated limits of a village, town, or city",USA-STATE-Texas,United States,
BASIC TERMS,FOREST/FOREST LAND,"State, province and local definitions.",As a land use type,,USA-STATE-Texas,http://www.tpwd.state.tx.us/texaswater/rivers/riddellcriminaltrespass.phtml,,Forest land” means land on which the trees are potentially valuable for timber products,USA-STATE-Texas,United States,
BASIC TERMS,FOREST/FOREST LAND,"State, province and local definitions.",As a land use type,,USA-STATE-Vermont,http://farm.fic.niu.edu/fic/laws/state/vt323751.html,,"9) ""Managed forest land"" means any land, exclusive of any housesite, which is at least 25 acres in size and which is under active forest management for the purpose of growing and harvesting repeated forest crops in accordance with accepted forest management practices. There shall be a presumption that land is under active forest management if at least 50 percent of the land: (A) is certified to be a ""tree farm"" under the American Tree Farm System; (B) has qualified for a federal cost-sharing forest improvement program, and that program has actually been carried out within the past five years; (C) is certified by the county forester as conforming with accepted forest management practices; or (D) conforms with such criteria for managed forest land as are accepted by the board; Source: Vt. Stat. Ann. tit. 32, &sect;&sect; 3751 to 3775",USA-STATE-Vermont,United States,
BASIC TERMS,FOREST/FOREST LAND,"State, province and local definitions.",As a land use type,,USA-STATE-Vermont,,,"Forest land means any land, exclusive of any housesite, which is under active forest management for the purpose of growing and harvesting repeated forest crops. www.leg.state.vt.us/statutes/fullchapter.cfm?Title=24&Chapter=075",USA-STATE-Vermont,United States,
BASIC TERMS,FOREST/FOREST LAND,"State, province and local definitions.",As a land use type,Forest Land,USA-STATE-Virginia 1997,http://www.dof.virginia.gov/edu/glossary.htm#F,,"Land at least 10 percent stocked by trees of any size or formerly having had such tree cover and not currently built-up or developed for agricultural use. Forestland may include Grassland, Shrubland, Treeland, Wetland, and/or Barren land. Examples of forest land use are grazing, recreation, and timber production. See Forest Land Class for further breakdowns. Virginia Fire Law defines forestland as 80 woody stems per acre",USA-STATE-Virginia,United States,1997
BASIC TERMS,FOREST/FOREST LAND,"State, province and local definitions.",As a land use type,,USA-STATE-Virginia 2000,http://www.dof.virginia.gov/gis/dwnld-vaforest2000-faq.shtml,,"Forestland is defined as lands with at least a stocking of 10% cover of live forest trees of any size, or formerly having such tree cover, and not currently developed for non-forest use. The minimum area for classification of forestland is usually 1 acre with a minimum width of 120 feet stem-to-stem. Forested strips must be at least 120 feet wide for a continuous length of at least 363 feet in order to meet the acre threshold. Unimproved roads and trails, and clearings in forest areas are classified as forest if less than 120 feet wide or smaller than 1 acre",USA-STATE-Virginia,United States,2000
BASIC TERMS,FOREST/FOREST LAND,"State, province and local definitions.",As a land use type,,USA-STATE-Virginia-Ablemarle County 2010,http://www.albemarle.org/department.asp?department=finance&relpage=3309,,Land used for forestal use must be a minimum of twenty acres and must include standing timber and trees devoted to tree growth in such quantity and so spaced and maintained as to constitute a forest area. Requires a minimum of 20 or more contiguous unimproved acres exclusively devoted to forestal use with no livestock access. Forestal acreage with livestock access must be qualified under the agricultural use category. Forestal participants are required to have a forest management plan prepared by a forestry professional or a letter of intent stating that the land will be forested,USA-STATE-Virginia-Ablemarle County,United States,2010
BASIC TERMS,FOREST/FOREST LAND,"State, province and local definitions.",As a land use type,,USA-STATE-Virginia-Loudoun Coounty,http://www.co.loudoun.va.us/finserv/landuse2.htm,,"To qualify for this category, the property must be a minimum of twenty acres and must meet the standards for productive forestland or nonproductive forestland",USA-STATE-Virginia-Loudoun Coounty,United States,
BASIC TERMS,FOREST/FOREST LAND,"State, province and local definitions.",As a land use type,,USA-STATE-Washington 1996,"http://www.gmaboards.wa.gov/eastern/ew_decisions/ew1996/96-1-0017,ellensburg,orderoncomplianceandinvalidity.htm",,"Land primarily devoted to growing trees for long-term commercial timber production on land that can be economically and practically managed for such production, including Christmas trees subject to the excise tax imposed under RCW 84.33.100 through 84.33.140, and that has long-term commercial significance. In determining whether forest land is primarily devoted to growing trees for long-term commercial timber production on land that can be economically and practically managed for such production, the following factors shall be considered: (a) The proximity of the land to urban, suburban, and rural settlements; (b) surrounding parcel size and the compatibility and intensity of adjacent and nearby land uses; (c) long-term local economic conditions that affect the ability to manage for timber production; and (d) the availability of public facilities and services conductive to conversion of forest land to other uses. 1994 State Legislature",USA-STATE-Washington,United States,1996
BASIC TERMS,FOREST/FOREST LAND,"State, province and local definitions.",As a land use type,,USA-STATE-Washington 1996,"http://www.gmaboards.wa.gov/eastern/ew_decisions/ew1996/96-1-0017,ellensburg,orderoncomplianceandinvalidity.htm",,"Land primarily useful for growing trees, including Christmas trees subject to the excise tax imposed under RCW 84.33.100 through 84.33.140, for commercial purposes, and that has long-term commercial significance for growing trees commercially. The Growth Management Act RCW 36.70A.30(8",USA-STATE-Washington,United States,1996
BASIC TERMS,FOREST/FOREST LAND,"State, province and local definitions.",As a land use type,,USA-STATE-Washington 2001,http://www.leg.wa.gov/sl/2001-02/5497-s_sl.pdf,,"“Forest land"" means all land which is capable of supporting a merchantable stand of timber and is not being actively used for a use which is incompatible with timber growing. Forest land does not include agricultural land that is or was enrolled in the conservation reserve enhancement program by contract if such agricultural land was historically used for agricultural purposes and the landowner intends to continue to use the land for agricultural purposes in the future",USA-STATE-Washington,United States,2001
BASIC TERMS,FOREST/FOREST LAND,"State, province and local definitions.",As a land use type,,USA-STATE-Washington 2010,http://app.leg.wa.gov/rcw/default.aspx?cite=76.09.020,,"""Forestland"" means all land which is capable of supporting a merchantable stand of timber and is not being actively used for a use which is incompatible with timber growing. Forestland does not include agricultural land that is or was enrolled in the conservation reserve enhancement program by contract if such agricultural land was historically used for agricultural purposes and the landowner intends to continue to use the land for agricultural purposes in the future. As it applies to the operation of the road maintenance and abandonment plan element of the forest practices rules on small forest landowners, the term ""forestland"" excludes: (a) Residential home sites, which may include up to five acres; and (b) Cropfields, orchards, vineyards, pastures, feedlots, fish pens, and the land on which appurtenances necessary to the production, preparation, or sale of crops, fruit, dairy products, fish, and livestock exist",USA-STATE-Washington,United States,2010
